Var_Name,Var,r,k,t,Solution 1,Solution 2,Solution 3,Solution 4,Solution 5
q(20)(10),q,20,10,-,0,0,0,0,0
q(20)(11),q,20,11,-,0,0,0,0,0
q(20)(12),q,20,12,-,1,1,1,1,1
q(20)(13),q,20,13,-,0,0,0,0,0
q(20)(14),q,20,14,-,0,0,0,0,0
q(20)(15),q,20,15,-,0,0,0,0,0
q(20)(16),q,20,16,-,0,0,0,0,0
q(20)(17),q,20,17,-,0,0,0,0,0
q(20)(18),q,20,18,-,0,0,0,0,0
q(20)(19),q,20,19,-,0,0,0,0,0
q(20)(20),q,20,20,-,0,0,0,0,0
q(20)(21),q,20,21,-,0,0,0,0,0
q(20)(22),q,20,22,-,0,0,0,0,0
q(20)(23),q,20,23,-,0,0,0,0,0
q(20)(24),q,20,24,-,0,0,0,0,0
q(20)(25),q,20,25,-,0,0,0,0,0
q(21)(1),q,21,1,-,0,0,0,0,0
q(21)(2),q,21,2,-,0,0,0,0,0
q(21)(3),q,21,3,-,0,0,0,0,0
q(21)(4),q,21,4,-,0,0,0,0,0
q(21)(5),q,21,5,-,0,0,0,0,0
q(21)(6),q,21,6,-,0,0,0,0,0
q(21)(7),q,21,7,-,0,0,0,0,0
q(21)(8),q,21,8,-,0,0,0,0,0
q(21)(9),q,21,9,-,0,0,0,0,0
q(21)(10),q,21,10,-,0,0,0,0,0
q(21)(11),q,21,11,-,0,0,0,0,0
q(21)(12),q,21,12,-,0,0,0,0,0
q(21)(13),q,21,13,-,1,1,1,1,1
q(21)(14),q,21,14,-,0,0,0,0,0
q(21)(15),q,21,15,-,0,0,0,0,0
q(21)(16),q,21,16,-,0,0,0,0,0
q(21)(17),q,21,17,-,0,0,0,0,0
q(21)(18),q,21,18,-,0,0,0,0,0
q(21)(19),q,21,19,-,0,0,0,0,0
q(21)(20),q,21,20,-,0,0,0,0,0
q(21)(21),q,21,21,-,0,0,0,0,0
q(21)(22),q,21,22,-,0,0,0,0,0
q(21)(23),q,21,23,-,0,0,0,0,0
q(21)(24),q,21,24,-,0,0,0,0,0
q(21)(25),q,21,25,-,0,0,0,0,0
q(22)(1),q,22,1,-,0,0,0,0,0
q(22)(2),q,22,2,-,0,0,0,0,0
q(22)(3),q,22,3,-,0,0,0,0,0
q(22)(4),q,22,4,-,0,0,0,0,0
q(22)(5),q,22,5,-,0,0,0,0,0
q(22)(6),q,22,6,-,0,0,0,0,0
q(22)(7),q,22,7,-,0,0,0,0,0
q(22)(8),q,22,8,-,0,0,0,0,0
q(22)(9),q,22,9,-,0,0,0,0,0
q(22)(10),q,22,10,-,0,0,0,0,0
q(22)(11),q,22,11,-,0,0,0,0,0
q(22)(12),q,22,12,-,0,0,0,0,0
q(22)(13),q,22,13,-,0,0,0,0,0
q(22)(14),q,22,14,-,0,0,0,0,0
q(22)(15),q,22,15,-,0,0,0,0,0
q(22)(16),q,22,16,-,0,0,0,0,0
q(22)(17),q,22,17,-,0,0,0,0,0
q(22)(18),q,22,18,-,0,0,0,0,0
q(22)(19),q,22,19,-,1,1,1,1,1
q(22)(20),q,22,20,-,0,0,0,0,0
q(22)(21),q,22,21,-,0,0,0,0,0
q(22)(22),q,22,22,-,0,0,0,0,0
q(22)(23),q,22,23,-,0,0,0,0,0
q(22)(24),q,22,24,-,0,0,0,0,0
q(22)(25),q,22,25,-,0,0,0,0,0
q(23)(1),q,23,1,-,0,0,0,0,0
q(23)(2),q,23,2,-,0,0,0,0,0
q(23)(3),q,23,3,-,0,0,0,0,0
q(23)(4),q,23,4,-,0,0,0,0,0
q(23)(5),q,23,5,-,0,0,0,0,0
q(23)(6),q,23,6,-,0,0,0,0,0
q(23)(7),q,23,7,-,0,0,0,0,0
q(23)(8),q,23,8,-,0,0,0,0,0
q(23)(9),q,23,9,-,0,0,0,0,0
q(23)(10),q,23,10,-,0,0,0,0,0
q(23)(11),q,23,11,-,0,0,0,0,0
q(23)(12),q,23,12,-,0,0,0,0,0
q(23)(13),q,23,13,-,0,0,0,0,0
q(23)(14),q,23,14,-,0,0,0,0,0
q(23)(15),q,23,15,-,1,1,1,1,1
q(23)(16),q,23,16,-,0,0,0,0,0
q(23)(17),q,23,17,-,0,0,0,0,0
q(23)(18),q,23,18,-,0,0,0,0,0
q(23)(19),q,23,19,-,0,0,0,0,0
q(23)(20),q,23,20,-,0,0,0,0,0
q(23)(21),q,23,21,-,0,0,0,0,0
q(23)(22),q,23,22,-,0,0,0,0,0
q(23)(23),q,23,23,-,0,0,0,0,0
q(23)(24),q,23,24,-,0,0,0,0,0
q(23)(25),q,23,25,-,0,0,0,0,0
q(24)(1),q,24,1,-,0,0,0,0,0
q(24)(2),q,24,2,-,0,0,0,0,0
q(24)(3),q,24,3,-,0,0,0,0,0
q(24)(4),q,24,4,-,0,0,0,0,0
q(24)(5),q,24,5,-,0,0,0,0,0
q(24)(6),q,24,6,-,0,0,0,0,0
q(24)(7),q,24,7,-,0,0,0,0,0
q(24)(8),q,24,8,-,0,0,0,0,0
q(24)(9),q,24,9,-,0,0,0,0,0
q(24)(10),q,24,10,-,0,0,0,0,0
q(24)(11),q,24,11,-,0,0,0,0,0
q(24)(12),q,24,12,-,0,0,0,0,0
q(24)(13),q,24,13,-,0,0,0,0,0
q(24)(14),q,24,14,-,0,0,0,0,0
q(24)(15),q,24,15,-,1,1,1,1,1
q(24)(16),q,24,16,-,0,0,0,0,0
q(24)(17),q,24,17,-,0,0,0,0,0
q(24)(18),q,24,18,-,0,0,0,0,0
q(24)(19),q,24,19,-,0,0,0,0,0
q(24)(20),q,24,20,-,0,0,0,0,0
q(24)(21),q,24,21,-,0,0,0,0,0
q(24)(22),q,24,22,-,0,0,0,0,0
q(24)(23),q,24,23,-,0,0,0,0,0
q(24)(24),q,24,24,-,0,0,0,0,0
q(24)(25),q,24,25,-,0,0,0,0,0
q(25)(1),q,25,1,-,0,0,0,0,0
q(25)(2),q,25,2,-,0,0,0,0,0
q(25)(3),q,25,3,-,0,0,0,0,0
q(25)(4),q,25,4,-,0,0,0,0,0
q(25)(5),q,25,5,-,0,0,0,0,0
q(25)(6),q,25,6,-,0,0,0,0,0
q(25)(7),q,25,7,-,0,0,0,0,0
q(25)(8),q,25,8,-,0,0,0,0,0
q(25)(9),q,25,9,-,0,0,0,0,0
q(25)(10),q,25,10,-,0,0,0,0,0
q(25)(11),q,25,11,-,0,0,0,0,0
q(25)(12),q,25,12,-,0,0,0,0,0
q(25)(13),q,25,13,-,0,0,0,0,0
q(25)(14),q,25,14,-,0,0,0,0,0
q(25)(15),q,25,15,-,0,0,0,0,0
q(25)(16),q,25,16,-,0,0,0,0,0
q(25)(17),q,25,17,-,0,0,0,0,0
q(25)(18),q,25,18,-,0,0,0,0,0
q(25)(19),q,25,19,-,0,0,0,0,0
q(25)(20),q,25,20,-,0,0,0,0,0
q(25)(21),q,25,21,-,1,1,1,1,1
q(25)(22),q,25,22,-,0,0,0,0,0
q(25)(23),q,25,23,-,0,0,0,0,0
q(25)(24),q,25,24,-,0,0,0,0,0
q(25)(25),q,25,25,-,0,0,0,0,0
q(26)(1),q,26,1,-,0,0,0,0,0
q(26)(2),q,26,2,-,0,0,0,0,0
q(26)(3),q,26,3,-,0,0,0,0,0
q(26)(4),q,26,4,-,0,0,0,0,0
q(26)(5),q,26,5,-,0,0,0,0,0
q(26)(6),q,26,6,-,0,0,0,0,0
q(26)(7),q,26,7,-,0,0,0,0,0
q(26)(8),q,26,8,-,0,0,0,0,0
q(26)(9),q,26,9,-,0,0,0,0,0
q(26)(10),q,26,10,-,0,0,0,0,0
q(26)(11),q,26,11,-,0,0,0,0,0
q(26)(12),q,26,12,-,0,0,0,0,0
q(26)(13),q,26,13,-,0,0,0,0,0
q(26)(14),q,26,14,-,0,0,0,0,0
q(26)(15),q,26,15,-,0,0,0,0,0
q(26)(16),q,26,16,-,0,0,0,0,0
q(26)(17),q,26,17,-,0,0,0,0,0
q(26)(18),q,26,18,-,0,0,0,0,0
q(26)(19),q,26,19,-,0,0,0,0,0
q(26)(20),q,26,20,-,0,0,0,0,0
q(26)(21),q,26,21,-,1,1,1,1,1
q(26)(22),q,26,22,-,0,0,0,0,0
q(26)(23),q,26,23,-,0,0,0,0,0
q(26)(24),q,26,24,-,0,0,0,0,0
q(26)(25),q,26,25,-,0,0,0,0,0
q(27)(1),q,27,1,-,0,0,0,0,0
q(27)(2),q,27,2,-,0,0,0,0,0
q(27)(3),q,27,3,-,0,0,0,0,0
q(27)(4),q,27,4,-,0,0,0,0,0
q(27)(5),q,27,5,-,0,0,0,0,0
q(27)(6),q,27,6,-,0,0,0,0,0
q(27)(7),q,27,7,-,0,0,0,0,0
q(27)(8),q,27,8,-,0,0,0,0,0
q(27)(9),q,27,9,-,0,0,0,0,0
q(27)(10),q,27,10,-,0,0,0,0,0
q(27)(11),q,27,11,-,0,0,0,0,0
q(27)(12),q,27,12,-,0,0,0,0,0
q(27)(13),q,27,13,-,0,0,0,0,0
q(27)(14),q,27,14,-,0,0,0,0,0
q(27)(15),q,27,15,-,0,0,0,0,0
q(27)(16),q,27,16,-,0,0,0,0,0
q(27)(17),q,27,17,-,0,0,0,0,0
q(27)(18),q,27,18,-,0,0,0,0,0
q(27)(19),q,27,19,-,0,0,0,0,0
q(27)(20),q,27,20,-,0,0,0,0,0
q(27)(21),q,27,21,-,0,0,0,0,0
q(27)(22),q,27,22,-,0,0,0,0,0
q(27)(23),q,27,23,-,1,1,1,1,1
q(27)(24),q,27,24,-,0,0,0,0,0
q(27)(25),q,27,25,-,0,0,0,0,0
q(28)(1),q,28,1,-,0,0,0,0,0
q(28)(2),q,28,2,-,0,0,0,0,0
q(28)(3),q,28,3,-,0,0,0,0,0
q(28)(4),q,28,4,-,0,0,0,0,0
q(28)(5),q,28,5,-,0,0,0,0,0
q(28)(6),q,28,6,-,0,0,0,0,0
q(28)(7),q,28,7,-,0,0,0,0,0
q(28)(8),q,28,8,-,0,0,0,0,0
q(28)(9),q,28,9,-,0,0,0,0,0
q(28)(10),q,28,10,-,0,0,0,0,0
q(28)(11),q,28,11,-,0,0,0,0,0
q(28)(12),q,28,12,-,0,0,0,0,0
q(28)(13),q,28,13,-,0,0,0,0,0
q(28)(14),q,28,14,-,0,0,0,0,0
q(28)(15),q,28,15,-,0,0,0,0,0
q(28)(16),q,28,16,-,0,0,0,0,0
q(28)(17),q,28,17,-,0,0,0,0,0
q(28)(18),q,28,18,-,0,0,0,0,0
q(28)(19),q,28,19,-,0,0,0,0,0
q(28)(20),q,28,20,-,0,0,0,0,0
q(28)(21),q,28,21,-,0,0,0,0,0
q(28)(22),q,28,22,-,0,0,0,0,0
q(28)(23),q,28,23,-,1,1,1,1,1
q(28)(24),q,28,24,-,0,0,0,0,0
q(28)(25),q,28,25,-,0,0,0,0,0
q(29)(1),q,29,1,-,0,0,0,0,0
q(29)(2),q,29,2,-,0,0,0,0,0
q(29)(3),q,29,3,-,0,0,0,0,0
q(29)(4),q,29,4,-,0,0,0,0,0
q(29)(5),q,29,5,-,0,0,0,0,0
q(29)(6),q,29,6,-,0,0,0,0,0
q(29)(7),q,29,7,-,0,0,0,0,0
q(29)(8),q,29,8,-,0,0,0,0,0
q(29)(9),q,29,9,-,0,0,0,0,0
q(29)(10),q,29,10,-,0,0,0,0,0
q(29)(11),q,29,11,-,0,0,0,0,0
q(29)(12),q,29,12,-,0,0,0,0,0
q(29)(13),q,29,13,-,0,0,0,0,0
q(29)(14),q,29,14,-,0,0,0,0,0
q(29)(15),q,29,15,-,0,0,0,0,0
q(29)(16),q,29,16,-,0,0,0,0,0
q(29)(17),q,29,17,-,0,0,0,0,0
q(29)(18),q,29,18,-,0,0,0,0,0
q(29)(19),q,29,19,-,0,0,0,0,0
q(29)(20),q,29,20,-,0,0,0,0,0
q(29)(21),q,29,21,-,0,0,0,0,0
q(29)(22),q,29,22,-,0,0,0,0,0
q(29)(23),q,29,23,-,0,0,0,0,0
q(29)(24),q,29,24,-,0,0,0,0,0
q(29)(25),q,29,25,-,1,1,1,1,1
q(30)(1),q,30,1,-,0,0,0,0,0
q(30)(2),q,30,2,-,0,0,0,0,0
q(30)(3),q,30,3,-,0,0,0,0,0
q(30)(4),q,30,4,-,0,0,0,0,0
q(30)(5),q,30,5,-,0,0,0,0,0
q(30)(6),q,30,6,-,0,0,0,0,0
q(30)(7),q,30,7,-,0,0,0,0,0
q(30)(8),q,30,8,-,0,0,0,0,0
q(30)(9),q,30,9,-,0,0,0,0,0
q(30)(10),q,30,10,-,0,0,0,0,0
q(30)(11),q,30,11,-,0,0,0,0,0
q(30)(12),q,30,12,-,0,0,0,0,0
q(30)(13),q,30,13,-,0,0,0,0,0
q(30)(14),q,30,14,-,0,0,0,0,0
q(30)(15),q,30,15,-,0,0,0,0,0
q(30)(16),q,30,16,-,0,0,0,0,0
q(30)(17),q,30,17,-,0,0,0,0,0
q(30)(18),q,30,18,-,0,0,0,0,0
q(30)(19),q,30,19,-,0,0,0,0,0
q(30)(20),q,30,20,-,0,0,0,0,0
q(30)(21),q,30,21,-,0,0,0,0,0
q(30)(22),q,30,22,-,0,0,0,0,0
q(30)(23),q,30,23,-,0,0,0,0,0
q(30)(24),q,30,24,-,0,0,0,0,0
q(30)(25),q,30,25,-,1,1,1,1,1
q(31)(1),q,31,1,-,0,0,0,0,0
q(31)(2),q,31,2,-,0,0,0,0,0
q(31)(3),q,31,3,-,0,0,0,0,0
q(31)(4),q,31,4,-,0,0,0,0,0
q(31)(5),q,31,5,-,0,0,0,0,0
q(31)(6),q,31,6,-,0,0,0,0,0
q(31)(7),q,31,7,-,0,0,0,0,0
q(31)(8),q,31,8,-,0,0,0,0,0
q(31)(9),q,31,9,-,0,0,0,0,0
q(31)(10),q,31,10,-,0,0,0,0,0
q(31)(11),q,31,11,-,0,0,0,0,0
q(31)(12),q,31,12,-,0,0,0,0,0
q(31)(13),q,31,13,-,0,0,0,0,0
q(31)(14),q,31,14,-,0,0,0,0,0
q(31)(15),q,31,15,-,0,0,0,0,0
q(31)(16),q,31,16,-,0,0,0,0,0
q(31)(17),q,31,17,-,0,0,0,0,0
q(31)(18),q,31,18,-,0,0,0,0,0
q(31)(19),q,31,19,-,0,0,0,0,0
q(31)(20),q,31,20,-,0,0,0,0,0
q(31)(21),q,31,21,-,1,1,1,1,1
q(31)(22),q,31,22,-,0,0,0,0,0
q(31)(23),q,31,23,-,0,0,0,0,0
q(31)(24),q,31,24,-,0,0,0,0,0
q(31)(25),q,31,25,-,0,0,0,0,0
q(32)(1),q,32,1,-,0,0,0,0,0
q(32)(2),q,32,2,-,0,0,0,0,0
q(32)(3),q,32,3,-,0,0,0,0,0
q(32)(4),q,32,4,-,0,0,0,0,0
q(32)(5),q,32,5,-,0,0,0,0,0
q(32)(6),q,32,6,-,0,0,0,0,0
q(32)(7),q,32,7,-,0,0,0,0,0
q(32)(8),q,32,8,-,0,0,0,0,0
q(32)(9),q,32,9,-,0,0,0,0,0
q(32)(10),q,32,10,-,0,0,0,0,0
q(32)(11),q,32,11,-,0,0,0,0,0
q(32)(12),q,32,12,-,0,0,0,0,0
q(32)(13),q,32,13,-,0,0,0,0,0
q(32)(14),q,32,14,-,0,0,0,0,0
q(32)(15),q,32,15,-,0,0,0,0,0
q(32)(16),q,32,16,-,0,0,0,0,0
q(32)(17),q,32,17,-,0,0,0,0,0
q(32)(18),q,32,18,-,0,0,0,0,0
q(32)(19),q,32,19,-,0,0,0,0,0
q(32)(20),q,32,20,-,0,0,0,0,0
q(32)(21),q,32,21,-,1,1,1,1,1
q(32)(22),q,32,22,-,0,0,0,0,0
q(32)(23),q,32,23,-,0,0,0,0,0
q(32)(24),q,32,24,-,0,0,0,0,0
q(32)(25),q,32,25,-,0,0,0,0,0
q(33)(1),q,33,1,-,0,0,0,0,0
q(33)(2),q,33,2,-,0,0,0,0,0
q(33)(3),q,33,3,-,0,0,0,0,0
q(33)(4),q,33,4,-,0,0,0,0,0
q(33)(5),q,33,5,-,0,0,0,0,0
q(33)(6),q,33,6,-,0,0,0,0,0
q(33)(7),q,33,7,-,0,0,0,0,0
q(33)(8),q,33,8,-,0,0,0,0,0
q(33)(9),q,33,9,-,0,0,0,0,0
q(33)(10),q,33,10,-,0,0,0,0,0
q(33)(11),q,33,11,-,0,0,0,0,0
q(33)(12),q,33,12,-,0,0,0,0,0
q(33)(13),q,33,13,-,0,0,0,0,0
q(33)(14),q,33,14,-,0,0,0,0,0
q(33)(15),q,33,15,-,0,0,0,0,0
q(33)(16),q,33,16,-,0,0,0,0,0
q(33)(17),q,33,17,-,0,0,0,0,0
q(33)(18),q,33,18,-,0,0,0,0,0
q(33)(19),q,33,19,-,0,0,0,0,0
q(33)(20),q,33,20,-,0,0,0,0,0
q(33)(21),q,33,21,-,0,0,0,0,0
q(33)(22),q,33,22,-,0,0,0,0,0
q(33)(23),q,33,23,-,1,1,1,1,1
q(33)(24),q,33,24,-,0,0,0,0,0
q(33)(25),q,33,25,-,0,0,0,0,0
q(34)(1),q,34,1,-,0,0,0,0,0
q(34)(2),q,34,2,-,0,0,0,0,0
q(34)(3),q,34,3,-,0,0,0,0,0
q(34)(4),q,34,4,-,0,0,0,0,0
q(34)(5),q,34,5,-,0,0,0,0,0
q(34)(6),q,34,6,-,0,0,0,0,0
q(34)(7),q,34,7,-,0,0,0,0,0
q(34)(8),q,34,8,-,0,0,0,0,0
q(34)(9),q,34,9,-,0,0,0,0,0
q(34)(10),q,34,10,-,0,0,0,0,0
q(34)(11),q,34,11,-,0,0,0,0,0
q(34)(12),q,34,12,-,0,0,0,0,0
q(34)(13),q,34,13,-,0,0,0,0,0
q(34)(14),q,34,14,-,0,0,0,0,0
q(34)(15),q,34,15,-,0,0,0,0,0
q(34)(16),q,34,16,-,0,0,0,0,0
q(34)(17),q,34,17,-,0,0,0,0,0
q(34)(18),q,34,18,-,0,0,0,0,0
q(34)(19),q,34,19,-,0,0,0,0,0
q(34)(20),q,34,20,-,0,0,0,0,0
q(34)(21),q,34,21,-,0,0,0,0,0
q(34)(22),q,34,22,-,0,0,0,0,0
q(34)(23),q,34,23,-,1,1,1,1,1
q(34)(24),q,34,24,-,0,0,0,0,0
q(34)(25),q,34,25,-,0,0,0,0,0
q(35)(1),q,35,1,-,0,0,0,0,0
q(35)(2),q,35,2,-,0,0,0,0,0
q(35)(3),q,35,3,-,0,0,0,0,0
q(35)(4),q,35,4,-,0,0,0,0,0
q(35)(5),q,35,5,-,0,0,0,0,0
q(35)(6),q,35,6,-,0,0,0,0,0
q(35)(7),q,35,7,-,0,0,0,0,0
q(35)(8),q,35,8,-,0,0,0,0,0
q(35)(9),q,35,9,-,0,0,0,0,0
q(35)(10),q,35,10,-,0,0,0,0,0
q(35)(11),q,35,11,-,0,0,0,0,0
q(35)(12),q,35,12,-,0,0,0,0,0
q(35)(13),q,35,13,-,0,0,0,0,0
q(35)(14),q,35,14,-,0,0,0,0,0
q(35)(15),q,35,15,-,0,0,0,0,0
q(35)(16),q,35,16,-,0,0,0,0,0
q(35)(17),q,35,17,-,0,0,0,0,0
q(35)(18),q,35,18,-,0,0,0,0,0
q(35)(19),q,35,19,-,0,0,0,0,0
q(35)(20),q,35,20,-,0,0,0,0,0
q(35)(21),q,35,21,-,0,0,0,0,0
q(35)(22),q,35,22,-,0,0,0,0,0
q(35)(23),q,35,23,-,0,0,0,0,0
q(35)(24),q,35,24,-,0,0,0,0,0
q(35)(25),q,35,25,-,1,1,1,1,1
q(36)(1),q,36,1,-,0,0,0,0,0
q(36)(2),q,36,2,-,0,0,0,0,0
q(36)(3),q,36,3,-,0,0,0,0,0
q(36)(4),q,36,4,-,0,0,0,0,0
q(36)(5),q,36,5,-,0,0,0,0,0
q(36)(6),q,36,6,-,0,0,0,0,0
q(36)(7),q,36,7,-,0,0,0,0,0
q(36)(8),q,36,8,-,0,0,0,0,0
q(36)(9),q,36,9,-,0,0,0,0,0
q(36)(10),q,36,10,-,0,0,0,0,0
q(36)(11),q,36,11,-,0,0,0,0,0
q(36)(12),q,36,12,-,0,0,0,0,0
q(36)(13),q,36,13,-,0,0,0,0,0
q(36)(14),q,36,14,-,0,0,0,0,0
q(36)(15),q,36,15,-,0,0,0,0,0
q(36)(16),q,36,16,-,0,0,0,0,0
q(36)(17),q,36,17,-,0,0,0,0,0
q(36)(18),q,36,18,-,0,0,0,0,0
q(36)(19),q,36,19,-,0,0,0,0,0
q(36)(20),q,36,20,-,0,0,0,0,0
q(36)(21),q,36,21,-,0,0,0,0,0
q(36)(22),q,36,22,-,0,0,0,0,0
q(36)(23),q,36,23,-,0,0,0,0,0
q(36)(24),q,36,24,-,0,0,0,0,0
q(36)(25),q,36,25,-,1,1,1,1,1
